Client_Name,Manufacturer,Category,Registration_Date,Local_Agent,Expiry_Date,Product_Name,Product_Category
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,"Bharat Parenterals Limited - 144 & 146, Jarod Samlaya Road Vill. Haripura, Ta. Savli, Dist. Vadodara – 391520, Gujarat, India",Drugs,03/05/2024,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",31/12/2026,NOVACEF 750,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,"Bharat Parenterals Limited - 144 & 146, Jarod Samlaya Road Vill. Haripura, Ta. Savli, Dist. Vadodara – 391520, Gujarat, India",Drugs,03/05/2024,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/02/2027,NOVACEF 250,Drugs and Nutraceuticals
"KORLYNS PHARMACEUTICALS (GH) LIMITED, P.O.BOX MD 166 MADINA ACCRA GHANA","Fresenius Kabi Austria GmbH - Hafnerstrabhe 36,8055 Graz, Austria",DRUGS,20/04/2023,"KORLYNS PHARMACEUTICALS (GH) LIMITED, P.O.BOX MD 166 MADINA ACCRA GHANA",01/05/2026,SUSPENSION  ( Lactulose 3.3g/5ml),Drugs and Nutraceuticals
RESOURCE ETHICA KENYA LIMITED; JADALA PLACE 3RD FLOOR NGONG LANE NAIROBI KENYA,"Sanofi Winthrop Industrie,  - 30-36, Avenue Gustave Eiffel 37100 Tours, , France",Drugs,10/07/2023,Gokals Laborex Limited - 7 Barnes Road/Farrar Avenue P.O.Box GP 623 Accra,01/08/2026,TELFAST TABLET 120,Drugs and Nutraceuticals
UNICHEM INDUSTRIES LIMITED,"UNICHEM INDUSTRIES LIMITED, P.O.BOX 15146 ACCRA",Drugs,30/08/2021,"UNICHEM INDUSTRIES LIMITED, P.O.BOX 15146 ACCRA",01/09/2026,WORMALEX TABLETS,Drugs and Nutraceuticals
"MSD(PTY) LIMITED, PRIVATE BAG 3 HALFWAY HOUSE MIDRAND 1685, SOUTH AFRICA",MSD INTERNATIONAL GMHB,Drugs,01/03/2024,"WORLDWIDE HEALTHCARE LIMITED; AMENFI PLAZA PLOT 53, TEMA-MOTORWAY INDUSTRIAL AREA, SPINTEX ROAD, ACCRA-GHANA",01/02/2027,INEGY 10/10 TABLETS,Drugs and Nutraceuticals
Ernest Chemist Limited,ERNEST CHEMIST LIMITED; P.O.BOX 3345 ACCRA,Drugs,19/11/2021,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/12/2026,NESTER MOUTHWASH FRESH MINT,Drugs and Nutraceuticals
SKANT HEALTHCARE LIMITED 31 SHIV SAGAR ESTATE NORTH WING DR ANNIE BESANT ROAD WORLI MUMBAI 400018  INDIA,SKANT HEALTHCARE LIMITED,Drugs,13/07/2023,"PHILLIPS PHARMACEUTICALS LIMITED, PLOT NO 251-A, OSHIMPA STREET NEAR LIGHTHOUSE CHURCH, NORTH KANESHIE INDUSTRIAL AREA, ACCRA",01/06/2026,SUPYRA DISPERSIBLE TABLETS,Drugs and Nutraceuticals
LETAP PHRAMCEUTICALS LIMITED P.O BOX GP 3346,LETAP PHARMACEUTICALS LIMITED,Drugs,02/02/2024,"LETAP PHARMACEUTICALS LIMITED; P.O.BOX 3346 PLOT 107, GRAPHIC ROAD ACCRA, GHANA",01/08/2029,FDA/SD.195-6438,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA","ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",Drugs,29/10/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/11/2026,AMUROX 250 TABLET,Drugs and Nutraceuticals
"KAFNAM COMPANY LIMITED, PLOT 115, TANTRA HILL, ACCRA","KAFNAM COMPANY LIMITED, PLOT 115, TANTRA HILL, ACCRA",Drugs,30/06/2021,"KAFNAM COMPANY LIMITED, PLOT 115, TANTRA HILL, ACCRA",01/07/2026,KAFNAM BABY COUGH SYRUP,Drugs and Nutraceuticals
Ernest Chemist Limited,ERNEST CHEMISTS LIMITED,Drugs,02/10/2023,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/05/2028,ENAMYCIN SUSPENSION,Drugs and Nutraceuticals
VYMED PHARM LLP,GALEN PHARMACEUTICALS LIMITED,Drugs,10/07/2023,"PROPHARM CHEMIST LIMITED, P.O.BOX 30707 KIA, ACCRA",01/08/2026,VYNIF 20,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA","BAADER SCHULZ LABORATORIES, PLOT NO. J-6, GIDC, MAHATMA GHANDIUDYOG NAGAR DHABEL PAMAN 396210, INDIA",Drugs,12/04/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/07/2029,RONATRIL JUNIOR CAPSULES,Drugs and Nutraceuticals
"HABMAY PHARMACEUTICALS LIMITED, P.O.BOX AN 18113, ACCRA NORTH, GHANA","MERCURY HEDupen Laboratories Private Limited. - C1 49-36 Degam Rd Industrial Township Vapi Gujarat, IndiaALTHCARE PVT LIMITED",Drugs,30/07/2024,Habmay Pharmacy Limited - P. O. Box AS 81   Kumasi,01/04/2029,PENKOF SYRUP,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,"PHARMANOVA LIMITED NO. 3 OKODAN STREET OSU-MANHEAN ACCRA, P.O.BOX AT 579 ACCRA",Drugs,04/11/2021,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/12/2026,ERYTHROMYCIN 250MG TABLETS,Drugs and Nutraceuticals
"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA","Pokupharma Company Limited - P.O Box 3009, Kumasi, Ghana",Drugs,01/03/2024,"POKUPHARMA LIMITED, P.O.BOX 3009, KUMASI-GHANA",01/10/2028,ODYMIN SYRUP  (Each 5ml Contains Cyproheptadine Hydrochloride(Anhydrous)/L.Lysine Hydrochloride/Thiamine Hydrochloride/Pyridoxine Hydrochloride/Riboflavin/Nicotinamide/Dexphanthenol/Cyanocobalamin 2mg/150mg/2mg/1mg/2mg/1mg/2mg/2mcg),Drugs and Nutraceuticals
JODAN PHARMACY LIMITED,GOLD MINTS PRODUCTS CO. LIMITED,Drugs,31/01/0204,JODAN PHARMACY LIMITED,01/09/2026,MARK II INHALER,Drugs and Nutraceuticals
SANDOZ GmbH BIOCHEMIESTRABE 10 6250 KUNDI AUSTRIA,"Sandoz Private Limited - Plot   No. 8-A/2 & 8-B, TTC Industrial   Estate,   Kalwe Block, Village-Dighe, Navi   Mumbai - 400 708. , India",Drugs,29/11/2023,Novartis Ghana Limited - Anysia Building 17 Ringway   OS 89 Osu   Accra,01/12/2026,DESLATYNE 5MG,Drugs and Nutraceuticals
"KORLYNS PHARMACEUTICALS (GH) LIMITED, P.O.BOX MD 166 MADINA ACCRA GHANA","Teva UK Limited - Brampton Road Hampden Park, Eastbourne East Sussex BN 22 9AG  , United Kingdom",Drugs,20/04/2023,"KORLYNS PHARMACEUTICALS (GH) LIMITED, P.O.BOX MD 166 MADINA ACCRA GHANA",01/05/2026,TABLETS  (Each tablet contains Atenolol 50mg),Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",Drugs,26/01/2022,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/02/2027,NUTRIMOM COMPLETE CAPSULES,Drugs and Nutraceuticals
"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA","KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",Drugs,31/05/2021,"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",01/06/2026,ISOKIN SUSPENSION,Drugs and Nutraceuticals
"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",M&G PHARMACEUTICALS LIMITED,Drugs,24/03/2025,"M&G PHARMACEUTICALS, P.O.BOX GPO 1681 ACCRA",01/10/2030,HAEMOGLOBIN-B12,Drugs and Nutraceuticals
DANNEX AYRTON STARWIN PLC; P.O.BOX 5258 ACCRA-NORTH,DANNEX LIMITED,Drugs,27/07/2023,Dannex Ayrton Starwin PLC   -  P.O. BOX 5258 ACCRA-NORTH.,01/07/2028,DUMOCALCIN TABLETS,Drugs and Nutraceuticals
"MAXHEAL PHARMACEUTICALS (INDIA) LIMITED, J-7 MIDC TARAPUR IND ESTATE, BOISAR401506, DIST-PALGHAR MAHARASHTRA, INDIA","Maxheal Laboratories Pvt Ltd - Plot No.-2-7/80-85 SURSEZ, SACHIN, Dist:-SURAT (GUJARAT) 394230, India",Drugs,03/05/2024,NISSI PHARMACY LIMITED P.O BOX OF 676 OFANKOR ACCRA,01/04/2027,CATACOLD CAPSULES,Drugs and Nutraceuticals
SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,"Salom Pharmacy Limited - P. O. Box 4901 Adum-Kumasi Plt 7b, Blk1-Asokore Mampong Light Industrial Area, Ghana",Drugs,29/05/2024,"Salom Pharmacy  Limited - plt.No.7B Blk.1,Asokore-Mampong Kumasi,Ghana P.O.Box 4901,Adum,Kumasi",01/09/2029,SALOFENAC CAPLETS,Drugs and Nutraceuticals
SALOM PHARMACY LIMITED P.O BOX 4901 KUMASI GHANA,"Salom Pharmacy  Limited - plt.No.7B Blk.1,Asokore-Mampong Kumasi,Ghana P.O.Box 4901,Adum,Kumasi",Drugs,02/10/2023,"Salom Pharmacy  Limited - plt.No.7B Blk.1,Asokore-Mampong Kumasi,Ghana P.O.Box 4901,Adum,Kumasi",01/11/2031,SALOCOLD TABLET,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA",BAADER SCHULZ LABORATORIES,Drugs,17/04/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",01/08/2029,RONFIT COLD EXTRA,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED P.O BOX AT 579 ACCRA,Drugs,01/08/2024,"Pharmanova Limited - No.3 Okodon Street, Osu Manhean Accra",01/07/2029,NOVASTAT TABLETS,Drugs and Nutraceuticals
Entrance Pharmaceuticals & Research Centre,"ENTRANCE PHARMACEUTICALS AND RESEARCH CENTRE, P.O.BOX CT 1085, ACCRA",Drugs,14/05/2025,Entrance Pharmaceuticals And Research Centre - P.O.Box GP 13808    Accra,01/04/2029,TOBVITAL TABLETS  (Each tablet contains Vitamin A/Vitamin D3/Vitamin B1/Vitamin B2/Vitamin B6/Nicotinamide(Vit B3) 2500IU/200IU/1.00mg/1.00mg/0.50mg/15.0mg),Drugs and Nutraceuticals
"SANDOZ PHARMACEUTICAL DD VEROVŠKOVA ULICA 57, 1000 LJUBLJANA, SLOVENIA",SANDOZ PHARMACEUTICALS d.d.,Drugs,10/07/2023,"SANDOZ D. D. ANYSIA BUILDING NO 17 RINGWAY ESTATE OSU, PMB OS 89 OSU ACCRA",31/12/2026,LEVETIRACETAM SANDOZ,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,ATLANTIC LIFESCIENCES LIMITED; P.O.BOX PP 103 PRAMPRAM,Drugs,09/02/2022,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/03/2027,GATILANT P EYE DROPS,Drugs and Nutraceuticals
"TRADE WINDS CHEMIST LIMITED, P.O BOX 8412 ADUM-KUMASI","TRADEWINDS CHEMIST LTD - Plot.98 Blk. 1, Ayigya-kumasi",Drugs,02/10/2023,"TRADE WINDTRADEWINDS CHEMIST LTD - Plot.9 Blk.1, Ayigya- KumasiS CHEMIST LIMITED, P.O BOX 8412 ADUM-KUMASI",01/09/2029,PHOPAIN TABLET,Drugs and Nutraceuticals
"ASTRAZENECA UK LIMITED CHARTER WAY, MACCLESFIELD SK10 2NA, UNITED KINGDOM",ASTRAZENECA AB,Drugs,02/10/2023,"ASTRAZENECA SCIENTIFIC OFFICE, P.O. BOX OS 2010, OSU, ACCRA, GHANA.",01/12/2026,BETALOC ZOK 50,Drugs and Nutraceuticals
KOFIKROM PHARMACEUTICALS LIMITED SSNIT FLATS A1/4 DTD SAKUMONO ESTATE COMM 13 TEMA GHANA,"Centurion Healthcare Private Limited  -  601, Atlantis Heights, Sarabhai Compound, Vadi Wadi, Vadodara-390007, Gujarat, India",Drugs,04/06/2024,KOFIKROM PHARMACEUTICALS LIMITED SSNIT FLATS A1/4 DTD SAKUMONO ESTATE COMM 13 TEMA GHANA,01/02/2029,METCLOMIN ER 1GM TABLETS   (Each uncoated extended release tablet contains Metformin Hydrochloride 1000mg ),Drugs and Nutraceuticals
M/S SHALINA HEALTHCARE DMCC30TH FLOOR ALMAS TOWERSJUMEIRAH LAKES TOWERSDUBAIUAE,"Shalina Laboratories Pvt. Ltd - Plot No. E2 & E3, M.I.D.C., Jejuri, Tal Purander, Distt. Pune, Maharashtra, India",Drugs,12/07/2024,"Shalina Healthcare Limited - P.O Box Os 1056, Osu, Accra",01/11/2030,TANZOL 400MG TABLETS,Drugs and Nutraceuticals
LETAP PHRAMCEUTICALS LIMITED P.O BOX GP 3346,"LETAP PHARMACEUTICALS LIMITED, P.O.BOX GP 3346 ACCRA",Drugs,15/07/2021,"LETAP PHARMACEUTICALS LIMITED; P.O.BOX 3346 PLOT 107, GRAPHIC ROAD ACCRA, GHANA",01/08/2026,CITRAMINE TABLETS (CEFIRIZINE DIHYDROCHLORIDE) 10MG,Drugs and Nutraceuticals
"RONAK EXIM PVT LIMITED; SANT KABIR ROAD, BEHIND GENDI GATE POLICE STATION BARODA VADODARA 390001 GUJARAT, INDIA",BHARAT PARENTERALS LIMITED; PLOT NO 144 & 146 JAROD SAMLAYA ROAD VILL HARIPUE TA SAVLI DIST VADODARA 391520 GUJARAT INDIA,Drugs,27/08/2024,"ROXIN GHANA LIMITED; NO 12 OSU AVENUE EXT, SWITCH BACKGROUND, ADJACENT POLICE HQ CANTONMENT, ACCRA GHANA",31/12/2029,RONCIP-D EYE/EAR DROPS,Drugs and Nutraceuticals
Shalina Helathcare Ghana Ltd,"Shalina Laboratories Pvt. Ltd - Plot No. E2 & E3, M.I.D.C., Jejuri, Tal Purander, Distt. Pune, Maharashtra, IndiaMaharashtra, India",DRUGS,15/12/2023,"Shalina Healthcare DMCC - 30th Floor Almas Towers   Jumeirah Lakes Dubai, United Arab Emirates",31/12/2026,SHALZIN DRY  SUSPENSION  (Each 5ml contains Azithromycin 100mg/5ml),Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED,Drugs,15/01/2025,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/12/2029,MALARID,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,OA & J PHARMACEUTICALS LIMITED PLOT NO IND /A/71/G/11 HEAVY INDUSTRIAL AREA TEMA,Drugs,02/10/2023,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/05/2029,FERUM FORTE CAPSULES,Drugs and Nutraceuticals
"Novartis Pharma Ag - Lichtstrasse 35 4056   Basel, Switzerland","Novartis Farma S.P.A - Via Promciale Schisto 131 It-80058 Tarre Annumiata, Italy",Drugs,23/08/2024,Novartis Ghana Limited - Anysia Building 17 Ringway   OS 89 Osu   Accra,01/12/2029,TEGRETOL CR 200MG TABLETS,Drugs and Nutraceuticals
KASH CHEMIST LIMITED P.O. BOX KS646 KUMASI,KASH CHEMIST LIMITED BOXD KS646 KUMASI,Drugs,02/02/2024,KASH CHEMIST LIMITED P.O. BOX KS646 KUMASI,01/06/2027,QUININE,Drugs and Nutraceuticals
O'NART PHARMACY LIMITED,"O'NART PHARMACY LIMITED, P.O. BOX 1527 TAKORADI",Drugs,02/11/2021,"O'NART PHARMACY LIMITED, P.O. BOX 1527 TAKORADI",01/12/2026,O'NART PARACETAMOL SYRUP,Drugs and Nutraceuticals
"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",ENTRANCE PHARMACEUTICALS AND RESEARCH CENTRE; P.O.BOX CT 10805 ACCRA,Drugs,29/10/2021,"ENTRANCE PHARMACEUTICALS & RESEARCH CENTRE, P.O.BOX CT 10805 ACCRA",01/11/2026,DICLOFENAC SR 75 CAPSULES,Drugs and Nutraceuticals
"Novartis Pharma Ag - Lichtstrasse 35 4056   Basel, Switzerland","Novartis Farma S.P.A - Via Promciale Schisto 131 It-80058 Tarre Annumiata, Italy",Drugs,23/08/2024,"Novartis Pharma Services Ag - Plot No. 76A 3Rd Floor, Le Pierre 14, Senchi Street. Airport Residential Area. Greater-Accra",01/12/2029,TEGRETOL 200MG TABLETS,Drugs and Nutraceuticals
"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA",GR INDUSTRIES LIMITED,Drugs,15/01/2025,"GR INDUSTRIES LIMITED, P.O.BOX 3368 ACCRA, GHANA",01/12/2029,PECAF,Drugs and Nutraceuticals
"ESKAY THERAPEUTICS LIMITED; P.O BOX 431 DARKUMAN 42 SOUTH INDUSTRIAL AREA ACCRA, GHANA",GR INDUSTRIES LIMITED,Drugs,08/04/2024,"Eskay Therapeutics Limited - Nungua Industrial Area, Spintex Road, ACCRA",01/11/2029,FLUCLOX SUSPENSION,Drugs and Nutraceuticals
"GEO MEDICORE LIMITED, P.O.BOX 2511 ACCRA","GEO MEDICORE LIMITED, P.O.BOX 2511 ACCRA",Drugs,13/08/2021,"GEO MEDICORE LIMITED, P.O.BOX 2511 ACCRA",01/09/2026,TRIDOL CAPSULE,Drugs and Nutraceuticals
"ABYAK PHARMA LIMITED, P.O.BOX 5580 KUMASI","Socomed Pharmaceuticals Private Limited - Maruti Plot No 93-95 Sector Cbd Belapur Navi Mumba, India",Drugs,07/08/2023,"ABYAK PHARMA LIMITED, P.O.BOX 5580 KUMASI",01/09/2026,PELADOL JUNIOR TABLET,Drugs and Nutraceuticals
PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,PHYTO RIKER (GIHOC) PHARMACEUTICALS LIMITED,Drugs,15/03/2021,PHYTO  RIKER (GIHOC) PHARAMACEUTICALS LIMITED P.O BOX AN 5266 ACCRA NORTH,01/04/2026,RIMLO 10 TABLETS,Drugs and Nutraceuticals
"PFIZER SPECIALITIES LIMITED -  7 th Floor, Heritage Place,21 Lugard Avenue, Ikoyi-Lagos  , Nigeria","Pfizer Manufacturing. - Belgium N.V Rigksweg 12, Puurs, Belgium",Drugs,17/04/2024,"Vicdoris Pharmaceuticals Limited - 71, Ring Road Central, P.O Box An 15088, Accra-North, Accra",01/05/2029,XALATAN 0.005%  EYE DROPS   (Each ml contains Latanoprost 50mcg),Drugs and Nutraceuticals
"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA","KINAPHARMA LIMITED, P.O.BOX 241, TRADE FAIR LA, GHANA",Drugs,30/08/2021,"KINAPHARMA LIMITED, P.O.BOX, 241, TRADE FAIR, LA, ACCRA, GHANA",01/09/2026,KINA'S B COMPLEX SYRUP,Drugs and Nutraceuticals
NEW GLOBAL PHARMACEUTICAL LIMITED,"NEW GLOBAL PHARMACEUTICALS LIMITED, P.O.BOX 2448 ACCRA",Drugs,01/06/2021,NEW GLOBAL PHARMACEUTICAL LIMITED P.O.BOX 2448 ACCRA,01/07/2026,JK TONE SYRUP,Drugs and Nutraceuticals
CENTURION LABORATORIES PVT. LTD,"Centurion Laboratories Private Limited - P-2,Savli Biotech Park, At Manjusar,Tai:Savli,Dist, India",Drugs,16/07/2024,"Panacea Pharmaceuticals Limited - 138 North Kaneshie,Accra",01/04/2029,NIFEMAX SR  TABLETS  (Each tablet contains Nifedipine USP 30mg),Drugs and Nutraceuticals
"REMEDY PHARMA, P.O.BOX CT 48 CANTONMENTS ACCRA, GHANA","Prowill Pharmaceuticals PVT. Limited - Plot                No.D-28/16 M.I.D.C.T.T.C Industrial Area, Turbhe, Navi Mumbai-400 705,                Maharashtra, India , India",Drugs,19/02/2024,Remedy Pharma - P.O Box No. Ct48 Cantonments Accra,01/03/2027,SEQUICLO TABLETS,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,"PHARMANOVA LIMITED, P.O.BOX AT 579 ACHIMOTA, ACCRA",Drugs,12/04/2021,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/05/2026,NOVAGLIT 30 TABLETS,Drugs and Nutraceuticals
ACINO AG AM WINDFIELD 3583714 MIEOBACH GERMANY,ACINO PHARMA AG,Drugs,05/12/2023,"GOKALS-LABOREX, P.O.BOX GP 623, 7 BARNES ROAD/FARRAR AVENUE, NEAR HOLY SPIRIT CATHEDRAL, ACCRA, GHANA",01/12/2026,DECATYLEN LOZENGES,Drugs and Nutraceuticals
"LAVINA PHARMACEUTICALS PVT. LIMITED, SATRA PLAZA, OFFICE NO.402 PLOT NO. 19-20, SECTOR-19 D, PALM BEACH RD, NAVI MUMBAI, MAHARASHTRA 400703, INDIA","BHARAT PARENTERALS LIMITED, PLOT NO. 144&146, JAROD SAMLAYA ROAD, VILLAGE HARIPURA, TA SAULI, DISTRICT VADODARA, 391520, GUJARAT, INDIA",Drugs,02/07/2024,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,06/01/2029,LAVI-CV 228.5MG SUSPENSION,Drugs and Nutraceuticals
"GB PHARMA LIMITED, 65 CHATSWORTH ROAD LONDON NW2 4BG UNITED KINGDOM","LINCOLN PHARMACEUTICALS LIMITED; TRIMUL ESTATE KHHATRAJ, TAL KALOL, DIST. GANDHINAGAR GUJARAT INDIA",Drugs,30/08/2024,GB PHARMA(GH) LIMITED P.O BOX 18100 GPO ACCRA,01/07/2029,CARTESUNAT-60 INJECTION,Drugs and Nutraceuticals
OA&J PHARMACEUTICALS LIMITED,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",Drugs,26/01/2022,"OA&J PHARMACEUTICALS LIMITED, PLOT NO IND/A/71/G/11, TEMA HEAVY INDUSTRIAL AREA, ACCRA-GHANA",01/02/2027,ACTILIFE CAPSULES,Drugs and Nutraceuticals
"HABMAY PHARMACEUTICALS LIMITED, P.O.BOX AN 18113, ACCRA NORTH, GHANA",GALEN PHARMACEUTICLAS LIMITED,Drugs,15/03/2024,HABMAY PHARMACY P.O.BOX AN 18113 ACCRA GHANA,01/03/2027,HABIFENAC 50 SUPPOSITORIES,Drugs and Nutraceuticals
"BAODING SUNLIGHT HEIB MEDICAMENT CO. LIMITED, NO 3881, GREAT WALL SOUTH STREET. BAODING CITY HEBEI PROVINCE CHINA",BAODING SUNLIGHT HERB MEDICAMENT CO LIMITED NO 3881 GREAT WALL SOUTH STREET HEBEI PROVINCE CHINA,Drugs,16/09/2024,"MEDIVET, P.O.BOX WJ 550 WEIJA ACCRA",01/10/2029,PENSTREP-VIT WSP,Drugs and Nutraceuticals
ATLANTIC LIFE SCIENCE LIMITED P.O.BOX PP 103 PRAMPRAM,"Atlantic Lifesciences Limited - Okodan Street Osu, Accra, Ghana",Drugs,02/12/2021,Atlantic Lifesciences Limited - Plot No 16/01 Larpleku Tema Aflao Road Accra,31/12/2026,NOVACIP CIPROFLOXACIIN INJECTION,Drugs and Nutraceuticals
"LABORATORIES-BASI-INDUSTRIA FARMACEUTCA SA PARQUE INDUSTRIAL MANUEL LOURENÇO FERREIRA, LOTE 15, 3450-232 MORTÁGUA, PORTUGAL","LABORATORIES-BASI-INDUSTRIA FARMACEUTCA SA PARQUE INDUSTRIAL MANUEL LOURENÇO FERREIRA, LOTE 15, 3450-232 MORTÁGUA, PORTUGAL",Drugs,10/07/2023,ERNEST CHEMIT LIMITED P.O.BOX 3345 ACCRA,01/08/2026,SOLUTION FOR INFUSION   ( Glucose / Sodium Chloride  5%/0.9%),Drugs and Nutraceuticals
BLISTER LIMITED P.O.BOX 89 ASHAIMAN TEMA GHANA,CENTURION REMEDIES PVT LIMITED,Drugs,02/10/2020,"BEDITA PHARMACY, P.O.BOX CT 3780, CANTONMENTS ACCRA, GHANA",01/11/2026,DAGAMOL TABLETS,Drugs and Nutraceuticals
PHARMANOVA LIMITED NO 3 OKODAN STREET OSU MANHEAN ACCRA GHANA,PHARMANOVA LIMITED 3 OKODAN STREET OSU MANHEAN- ACCRA,Drugs,09/04/2024,"PHARMANOVA LIMITED; P.O.BOX AT 579, ACHIMOTA ACCRA",01/05/2029,AMLONOVA,Drugs and Nutraceuticals
"GB PHARMA LIMITED, 65 CHATSWORTH ROAD LONDON NW2 4BG UNITED KINGDOM","Lincoln Parenterals Limited - 11 Trimul Estate Knatrai 7Al Kalol Gandhunagar Guj, India",Drugs,09/08/2023,GB PHARMA(GH) LIMITED P.O BOX 18100 GPO ACCRA,01/09/2026,TIMTIM EYE DROPS,Drugs and Nutraceuticals
GLAXOSMITHKLINE INTERNATIONAL; 980 GREA WEST ROAD BRENTFORD MIDDLESEX TW8 9GS UNITED KINGDOM,"GLAXO WELLCOME PRODUCTION Z1 DELA PEYENNIERE, 53100, MAYENNE FRANCE",Drugs,02/08/2023,"Shailendra Sharma  Managing Director Worldwide Healthcare Limited. - *137, Tema Motorway Industrial Area, Spintex Road, Accra",01/11/2026,AUGMENTIN POWDER FOR ORAL SUSPENSION,Drugs and Nutraceuticals
